"year","unitid","inst_name","state_name","inst_control","cc_basic_2015","default_rate","completion_rate_150pct"
"2004","143853","MIDWESTERN UNIVERSITY","Illinois","Private not-for-profit","","0.002",""
"2004","143941","CHICAGO NATIONAL COLLEGE OF NAPRAPATHY","Illinois","Private not-for-profit","","",""
"2004","143978","CHICAGO SCHOOL OF PROFESSIONAL PSYCHOLOGY","Illinois","Private not-for-profit","","0",""
"2004","144005","CHICAGO STATE UNIVERSITY","Illinois","Public","","0.094","0.158"
"2004","144014","CHICAGO THEOLOGICAL SEMINARY","Illinois","Private not-for-profit","","0.062",""
"2004","144050","UNIVERSITY OF CHICAGO","Illinois","Private not-for-profit","","0.012","0.909"
"2004","144281","COLUMBIA COLLEGE CHICAGO","Illinois","Private not-for-profit","","0.05","0.301"
"2004","144351","CONCORDIA UNIVERSITY","Illinois","Private not-for-profit","","0.025","0.524"
"2004","144740","DEPAUL UNIVERSITY","Illinois","Private not-for-profit","","0.015","0.635"
"2004","144838","ROSALIND FRANKLIN UNIVERSITY OF MEDICINE AND SCIENCE","Illinois","Private not-for-profit","","",""
"2004","144883","EAST-WEST UNIVERSITY","Illinois","Private not-for-profit","","0.033","0.124"
"2004","144892","EASTERN ILLINOIS UNIVERSITY","Illinois","Public","","0.015","0.606"
"2004","144962","ELMHURST COLLEGE","Illinois","Private not-for-profit","","0.02","0.714"
"2004","144971","EUREKA COLLEGE","Illinois","Private not-for-profit","","0.038","0.562"
"2004","145275","GARRETT-EVANGELICAL THEOLOGICAL SEMINARY","Illinois","Private not-for-profit","","0",""
"2004","145336","GOVERNORS STATE UNIVERSITY","Illinois","Public","","0.031",""
"2004","145372","GREENVILLE COLLEGE","Illinois","Private not-for-profit","","0.037","0.526"
"2004","145497","HEBREW THEOLOGICAL COLLEGE","Illinois","Private not-for-profit","","0.041","0.157"
"2004","145558","ROSALIND FRANKLIN UNIVERSITY OF MEDICINE AND SCIENCE","Illinois","Private not-for-profit","","0",""
"2004","145600","UNIVERSITY OF ILLINOIS AT CHICAGO","Illinois","Public","","0.02","0.498"
"2004","145619","BENEDICTINE UNIVERSITY","Illinois","Private not-for-profit","","0.028","0.506"
"2004","145628","ILLINOIS COLLEGE OF OPTOMETRY","Illinois","Private not-for-profit","","0",""
"2004","145637","UNIVERSITY OF ILLINOIS AT URBANA-CHAMPAIGN","Illinois","Public","","0.013","0.827"
"2004","145646","ILLINOIS WESLEYAN UNIVERSITY","Illinois","Private not-for-profit","","0","0.817"
"2004","145691","ILLINOIS COLLEGE","Illinois","Private not-for-profit","","0.029","0.564"
"2004","145725","ILLINOIS INSTITUTE OF TECHNOLOGY","Illinois","Private not-for-profit","","0.027","0.687"
"2004","145761","ILLINOIS BAPTIST COLLEGE","Illinois","Private not-for-profit","","",""
"2004","145813","ILLINOIS STATE UNIVERSITY","Illinois","Public","","0.02","0.633"
"2004","145886","INSTITUTE FOR CLINICAL SOCIAL WORK","Illinois","Private not-for-profit","","0",""
"2004","146241","JOHN MARSHALL LAW SCHOOL","Illinois","Private not-for-profit","","0.014",""
"2004","146339","JUDSON COLLEGE","Illinois","Private not-for-profit","","0.01","0.557"
"2004","146393","KENDALL COLLEGE","Illinois","Private not-for-profit","","0.095","0.348"
"2004","146427","KNOX COLLEGE","Illinois","Private not-for-profit","","0.004","0.747"
"2004","146481","LAKE FOREST COLLEGE","Illinois","Private not-for-profit","","0.028","0.695"
"2004","146490","LAKE FOREST GRADUATE SCHOOL OF MANAGEMENT","Illinois","Private not-for-profit","","0",""
"2004","146533","LAKEVIEW COLLEGE OF NURSING","Illinois","Private not-for-profit","","0.047",""
"2004","146612","LEWIS UNIVERSITY","Illinois","Private not-for-profit","","0.046","0.525"
"2004","146621","LEXINGTON COLLEGE","Illinois","Private not-for-profit","","0.145","0.516"
"2004","146667","LINCOLN CHRISTIAN COLLEGE AND SEMINARY","Illinois","Private not-for-profit","","0.037","0.522"
"2004","146676","LINCOLN COLLEGE","Illinois","Private not-for-profit","","0.062","0.542"
"2004","146719","LOYOLA UNIVERSITY CHICAGO","Illinois","Private not-for-profit","","0.031","0.672"
"2004","146728","LUTHERAN SCHOOL OF THEOLOGY AT CHICAGO","Illinois","Private not-for-profit","","0",""
"2004","146755","TRINITY COLLEGE OF NURSING AND HEALTH SCIENCES","Illinois","Private not-for-profit","","0.025","0.286"
"2004","146825","MACMURRAY COLLEGE","Illinois","Private not-for-profit","","0.065","0.342"
"2004","146977","MCCORMICK THEOLOGICAL SEMINARY","Illinois","Private not-for-profit","","0.058",""
"2004","147013","MCKENDREE COLLEGE","Illinois","Private not-for-profit","","0.043","0.606"
"2004","147031","MEADVILLE-LOMBARD THEOLOGICAL SCHOOL","Illinois","Private not-for-profit","","0.064",""
"2004","147244","MILLIKIN UNIVERSITY","Illinois","Private not-for-profit","","0.025","0.62"
"2004","147341","MONMOUTH COLLEGE","Illinois","Private not-for-profit","","0.034","0.645"
"2004","147369","MOODY BIBLE INSTITUTE","Illinois","Private not-for-profit","","",""
"2004","147518","NATIVE AMERICAN EDUCATIONAL SERVICES COLLEGE INC","Illinois","Private not-for-profit","","",""
"2004","147536","NATIONAL-LOUIS UNIVERSITY","Illinois","Private not-for-profit","","0.007","0.311"
"2004","147590","NATIONAL UNIVERSITY OF HEALTH SCIENCES","Illinois","Private not-for-profit","","0.013",""
"2004","147660","NORTH CENTRAL COLLEGE","Illinois","Private not-for-profit","","0.041","0.627"
"2004","147679","NORTH PARK UNIVERSITY","Illinois","Private not-for-profit","","0.053","0.57"
"2004","147697","NORTHERN BAPTIST THEOLOGICAL SEMINARY","Illinois","Private not-for-profit","","",""
"2004","147703","NORTHERN ILLINOIS UNIVERSITY","Illinois","Public","","0.029","0.533"
"2004","147767","NORTHWESTERN UNIVERSITY","Illinois","Private not-for-profit","","0.008","0.933"
"2004","147776","NORTHEASTERN ILLINOIS UNIVERSITY","Illinois","Public","","0.076","0.169"
"2004","147828","OLIVET NAZARENE UNIVERSITY","Illinois","Private not-for-profit","","0.023","0.529"
"2004","148016","PRINCIPIA COLLEGE","Illinois","Private not-for-profit","","","0.866"
"2004","148131","QUINCY UNIVERSITY","Illinois","Private not-for-profit","","0.056","0.531"
"2004","148335","ROBERT MORRIS COLLEGE","Illinois","Private not-for-profit","","0.059","0.504"
"2004","148405","ROCKFORD COLLEGE","Illinois","Private not-for-profit","","0.034","0.414"
"2004","148487","ROOSEVELT UNIVERSITY","Illinois","Private not-for-profit","","0.037","0.339"
"2004","148496","DOMINICAN UNIVERSITY","Illinois","Private not-for-profit","","0.021","0.677"
"2004","148511","RUSH UNIVERSITY","Illinois","Private not-for-profit","","0.01",""
"2004","148575","SAINT FRANCIS MEDICAL CENTER COLLEGE OF NURSING","Illinois","Private not-for-profit","","0.024",""
"2004","148584","UNIVERSITY OF ST FRANCIS","Illinois","Private not-for-profit","","0.02","0.559"
"2004","148593","ST JOHNS COLLEGE","Illinois","Private not-for-profit","","0",""
"2004","148627","SAINT XAVIER UNIVERSITY","Illinois","Private not-for-profit","","0.024","0.538"
"2004","148654","UNIVERSITY OF ILLINOIS AT SPRINGFIELD","Illinois","Public","","0.018",""
"2004","148724","SEABURY-WESTERN THEOLOGICAL SEMINARY","Illinois","Private not-for-profit","","0.062",""
"2004","148849","SHIMER COLLEGE","Illinois","Private not-for-profit","","0.181","0.4"
"2004","148876","SAINT AUGUSTINE COLLEGE","Illinois","Private not-for-profit","","0","0.318"
"2004","148885","UNIVERSITY OF SAINT MARY OF THE LAKE","Illinois","Private not-for-profit","","0.058",""
"2004","148982","SPERTUS COLLEGE","Illinois","Private not-for-profit","","0.086",""
"2004","149028","SAINT ANTHONY COLLEGE OF NURSING","Illinois","Private not-for-profit","","0",""
"2004","149222","SOUTHERN ILLINOIS UNIVERSITY CARBONDALE","Illinois","Public","","0.037","0.417"
"2004","149231","SOUTHERN ILLINOIS UNIVERSITY EDWARDSVILLE","Illinois","Public","","0.022","0.448"
"2004","149240","SOUTHERN ILLINOIS UNIVERSITY-SYSTEMS OFFICE","Illinois","Public","","",""
"2004","149329","TELSHE YESHIVA-CHICAGO","Illinois","Private not-for-profit","","0","0.375"
"2004","149505","TRINITY CHRISTIAN COLLEGE","Illinois","Private not-for-profit","","0.025","0.533"
"2004","149514","TRINITY INTERNATIONAL UNIVERSITY","Illinois","Private not-for-profit","","0.021","0.373"
"2004","149587","UNIVERSITY OF ILLINOIS UNIVERSITY ADMINISTRATION","Illinois","Public","","",""
"2004","149639","VANDERCOOK COLLEGE OF MUSIC","Illinois","Private not-for-profit","","0.102","0.389"
"2004","149763","WEST SUBURBAN COLLEGE OF NURSING","Illinois","Private not-for-profit","","",""
"2004","149772","WESTERN ILLINOIS UNIVERSITY","Illinois","Public","","0.036","0.554"
"2004","149781","WHEATON COLLEGE","Illinois","Private not-for-profit","","0.012","0.859"
"2004","156189","ALICE LLOYD COLLEGE","Kentucky","Private not-for-profit","","0.012","0.281"
"2004","156213","ASBURY COLLEGE","Kentucky","Private not-for-profit","","0.003","0.693"
"2004","156222","ASBURY THEOLOGICAL SEMINARY","Kentucky","Private not-for-profit","","0.012",""
"2004","156286","BELLARMINE UNIVERSITY","Kentucky","Private not-for-profit","","0.006","0.664"
"2004","156295","BEREA COLLEGE","Kentucky","Private not-for-profit","","0.045","0.619"
"2004","156356","BRESCIA UNIVERSITY","Kentucky","Private not-for-profit","","0.012","0.44"
"2004","156365","CAMPBELLSVILLE UNIVERSITY","Kentucky","Private not-for-profit","","0.029","0.39"
"2004","156408","CENTRE COLLEGE","Kentucky","Private not-for-profit","","0.006","0.792"
"2004","156417","CLEAR CREEK BAPTIST BIBLE COLLEGE","Kentucky","Private not-for-profit","","0","0.318"
"2004","156541","CUMBERLAND COLLEGE","Kentucky","Private not-for-profit","","0.059","0.419"
"2004","156620","EASTERN KENTUCKY UNIVERSITY","Kentucky","Public","","0.055","0.348"
"2004","156727","FRONTIER SCHOOL OF MIDWIFERY AND FAMILY NURSING","Kentucky","Private not-for-profit","","0",""
"2004","156745","GEORGETOWN COLLEGE","Kentucky","Private not-for-profit","","0.012","0.582"
"2004","157030","KENTUCKY MOUNTAIN BIBLE COLLEGE","Kentucky","Private not-for-profit","","0.045","0.846"
"2004","157058","KENTUCKY STATE UNIVERSITY","Kentucky","Public","","0.126","0.216"
"2004","157076","KENTUCKY WESLEYAN COLLEGE","Kentucky","Private not-for-profit","","0.044","0.455"
"2004","157085","UNIVERSITY OF KENTUCKY","Kentucky","Public","","0.018","0.598"
"2004","157100","KENTUCKY CHRISTIAN COLLEGE","Kentucky","Private not-for-profit","","0.017","0.404"
"2004","157207","LEXINGTON THEOLOGICAL SEMINARY","Kentucky","Private not-for-profit","","0",""
"2004","157216","LINDSEY WILSON COLLEGE","Kentucky","Private not-for-profit","","0.064","0.352"
"2004","157234","LOUISVILLE BIBLE COLLEGE","Kentucky","Private not-for-profit","","","0.167"
"2004","157289","UNIVERSITY OF LOUISVILLE","Kentucky","Public","","0.028","0.367"
"2004","157298","LOUISVILLE PRESBYTERIAN THEOLOGICAL SEMINARY","Kentucky","Private not-for-profit","","0.029",""
"2004","157359","MID-CONTINENT UNIVERSITY","Kentucky","Private not-for-profit","","0.05","0.105"
"2004","157377","MIDWAY COLLEGE","Kentucky","Private not-for-profit","","0.018","0.304"
"2004","157386","MOREHEAD STATE UNIVERSITY","Kentucky","Public","","0.056","0.365"
"2004","157401","MURRAY STATE UNIVERSITY","Kentucky","Public","","0.044","0.499"
"2004","157447","NORTHERN KENTUCKY UNIVERSITY","Kentucky","Public","","0.039","0.354"
"2004","157535","PIKEVILLE COLLEGE","Kentucky","Private not-for-profit","","0.05","0.35"
"2004","157632","SAINT CATHARINE COLLEGE","Kentucky","Private not-for-profit","","0.06","0.345"
"2004","157748","THE SOUTHERN BAPTIST THEOLOGICAL SEMINARY","Kentucky","Private not-for-profit","","","0.4"
"2004","157757","SPALDING UNIVERSITY","Kentucky","Private not-for-profit","","0.033","0.488"
"2004","157809","THOMAS MORE COLLEGE","Kentucky","Private not-for-profit","","0.028","0.524"
"2004","157818","TRANSYLVANIA UNIVERSITY","Kentucky","Private not-for-profit","","0.042","0.647"
"2004","157863","UNION COLLEGE","Kentucky","Private not-for-profit","","0.052","0.333"
"2004","157951","WESTERN KENTUCKY UNIVERSITY","Kentucky","Public","","0.051","0.427"
"2004","247056","CENTER FOR PSYCHOANALYTIC STUDY","Illinois","Private not-for-profit","","",""
"2004","247922","INGALLS MEMORIAL HOSPITAL DIETETIC INTERNSHIP","Illinois","Private not-for-profit","","0",""
"2004","260947","CHRISTIAN LIFE COLLEGE","Illinois","Private not-for-profit","","0.026","0.429"
"2004","260956","KNOWLEDGE SYSTEMS INSTITUTE","Illinois","Private not-for-profit","","0.04",""
"2004","364131","ST JOHNS HOSPITAL SCHOOL OF DIETETICS","Illinois","Private not-for-profit","","0",""
"2004","409254","ERIKSON INSTITUTE","Illinois","Private not-for-profit","","0",""
"2004","437866","UNION COLLEGE-BENNETT CENTER","Kentucky","Private not-for-profit","","0.052",""
"2004","443030","EVANSTON NORTHWESTERN HEALTHCARE SCHOOL OF ANESTHESIA","Illinois","Private not-for-profit","","",""
"2004","445054","TOYOTA TECHNOLOGICAL INSTITUTE AT CHICAGO","Illinois","Private not-for-profit","","",""
"2003","142832","ADLER SCHOOL OF PROFESSIONAL PSYCHOLOGY","Illinois","Private not-for-profit","","0.064",""
"2003","142957","AMERICAN ISLAMIC COLLEGE","Illinois","Private not-for-profit","","",""
"2003","143048","SCHOOL OF ART INSTITUTE OF CHICAGO","Illinois","Private not-for-profit","","0.06","0.555"
"2003","143084","AUGUSTANA COLLEGE","Illinois","Private not-for-profit","","0.021","0.755"
"2003","143118","AURORA UNIVERSITY","Illinois","Private not-for-profit","","0.022","0.517"
"2003","143163","BARAT COLLEGE","Illinois","Private not-for-profit","","0.106","0.344"
"2003","143288","BLACKBURN COLLEGE","Illinois","Private not-for-profit","","0.038","0.396"
"2003","143297","BLESSING RIEMAN COLLEGE OF NURSING","Illinois","Private not-for-profit","","0.013","0.458"
"2003","143358","BRADLEY UNIVERSITY","Illinois","Private not-for-profit","","0.013","0.721"
"2003","143659","CATHOLIC THEOLOGICAL UNION AT CHICAGO","Illinois","Private not-for-profit","","0",""
"2003","143853","MIDWESTERN UNIVERSITY","Illinois","Private not-for-profit","","0.004",""
"2003","143941","CHICAGO NATIONAL COLLEGE OF NAPRAPATHY","Illinois","Private not-for-profit","","",""
"2003","143978","CHICAGO SCHOOL OF PROFESSIONAL PSYCHOLOGY","Illinois","Private not-for-profit","","0.022",""
"2003","144005","CHICAGO STATE UNIVERSITY","Illinois","Public","","0.101","0.136"
"2003","144014","CHICAGO THEOLOGICAL SEMINARY","Illinois","Private not-for-profit","","0.043",""
"2003","144050","UNIVERSITY OF CHICAGO","Illinois","Private not-for-profit","","0.017","0.868"
"2003","144281","COLUMBIA COLLEGE CHICAGO","Illinois","Private not-for-profit","","0.073","0.295"
"2003","144351","CONCORDIA UNIVERSITY","Illinois","Private not-for-profit","","0.029","0.413"
"2003","144740","DEPAUL UNIVERSITY","Illinois","Private not-for-profit","","0.025","0.613"
"2003","144838","DR WILLIAM SCHOLL COLL OF PODIATRIC MED-FINCH UNIV","Illinois","Private not-for-profit","","0",""
"2003","144883","EAST-WEST UNIVERSITY","Illinois","Private not-for-profit","","0","0.129"
"2003","144892","EASTERN ILLINOIS UNIVERSITY","Illinois","Public","","0.026","0.622"
"2003","144962","ELMHURST COLLEGE","Illinois","Private not-for-profit","","0.013","0.733"
"2003","144971","EUREKA COLLEGE","Illinois","Private not-for-profit","","0.04","0.658"
"2003","145275","GARRETT-EVANGELICAL THEOLOGICAL SEMINARY","Illinois","Private not-for-profit","","0.023",""
"2003","145336","GOVERNORS STATE UNIVERSITY","Illinois","Public","","0.027",""
"2003","145372","GREENVILLE COLLEGE","Illinois","Private not-for-profit","","0.04","0.529"
"2003","145497","HEBREW THEOLOGICAL COLLEGE","Illinois","Private not-for-profit","","0.035","0.148"
"2003","145558","FINCH UNIVERSITY OF HEALTH SCIENCE-CHICAGO MED SCH","Illinois","Private not-for-profit","","0.008",""
"2003","145600","UNIVERSITY OF ILLINOIS AT CHICAGO","Illinois","Public","","0.026","0.447"
"2003","145619","BENEDICTINE UNIVERSITY","Illinois","Private not-for-profit","","0.026","0.512"
"2003","145628","ILLINOIS COLLEGE OF OPTOMETRY","Illinois","Private not-for-profit","","0",""
"2003","145637","UNIVERSITY OF ILLINOIS AT URBANA-CHAMPAIGN","Illinois","Public","","0.016","0.802"
"2003","145646","ILLINOIS WESLEYAN UNIVERSITY","Illinois","Private not-for-profit","","0.021","0.809"
"2003","145691","ILLINOIS COLLEGE","Illinois","Private not-for-profit","","0.033","0.609"
"2003","145725","ILLINOIS INSTITUTE OF TECHNOLOGY","Illinois","Private not-for-profit","","0.025","0.609"
"2003","145761","ILLINOIS BAPTIST COLLEGE","Illinois","Private not-for-profit","","",""
"2003","145813","ILLINOIS STATE UNIVERSITY","Illinois","Public","","0.018","0.618"
"2003","145886","INSTITUTE FOR CLINICAL SOCIAL WORK","Illinois","Private not-for-profit","","0.038",""
"2003","146241","JOHN MARSHALL LAW SCHOOL","Illinois","Private not-for-profit","","0.006",""
"2003","146339","JUDSON COLLEGE","Illinois","Private not-for-profit","","0.047","0.5"
"2003","146393","KENDALL COLLEGE","Illinois","Private not-for-profit","","0.101","0.312"
"2003","146427","KNOX COLLEGE","Illinois","Private not-for-profit","","0.011","0.788"
"2003","146481","LAKE FOREST COLLEGE","Illinois","Private not-for-profit","","0.026","0.599"
"2003","146490","LAKE FOREST GRADUATE SCHOOL OF MANAGEMENT","Illinois","Private not-for-profit","","0",""
"2003","146533","LAKEVIEW COLLEGE OF NURSING","Illinois","Private not-for-profit","","0.019",""
"2003","146612","LEWIS UNIVERSITY","Illinois","Private not-for-profit","","0.036","0.56"
"2003","146621","LEXINGTON COLLEGE","Illinois","Private not-for-profit","","0.122","0.692"
"2003","146667","LINCOLN CHRISTIAN COLLEGE AND SEMINARY","Illinois","Private not-for-profit","","0.041","0.576"
"2003","146676","LINCOLN COLLEGE","Illinois","Private not-for-profit","","0.112","0.472"
"2003","146719","LOYOLA UNIVERSITY CHICAGO","Illinois","Private not-for-profit","","0.021","0.65"
"2003","146728","LUTHERAN SCHOOL OF THEOLOGY AT CHICAGO","Illinois","Private not-for-profit","","0.012",""
"2003","146755","TRINITY COLLEGE OF NURSING AND HEALTH SCIENCES","Illinois","Private not-for-profit","","0.035","0.703"
"2003","146825","MACMURRAY COLLEGE","Illinois","Private not-for-profit","","0.09","0.515"
"2003","146977","MCCORMICK THEOLOGICAL SEMINARY","Illinois","Private not-for-profit","","0.038",""
"2003","147013","MCKENDREE COLLEGE","Illinois","Private not-for-profit","","0.056","0.579"
"2003","147031","MEADVILLE-LOMBARD THEOLOGICAL SCHOOL","Illinois","Private not-for-profit","","0.05",""
"2003","147244","MILLIKIN UNIVERSITY","Illinois","Private not-for-profit","","0.027","0.614"
"2003","147341","MONMOUTH COLLEGE","Illinois","Private not-for-profit","","0.045","0.591"
"2003","147369","MOODY BIBLE INSTITUTE","Illinois","Private not-for-profit","","",""
"2003","147518","NATIVE AMERICAN EDUCATIONAL SERVICES COLLEGE INC","Illinois","Private not-for-profit","","0",""
"2003","147536","NATIONAL-LOUIS UNIVERSITY","Illinois","Private not-for-profit","","0.015","0.346"
"2003","147590","NATIONAL UNIVERSITY OF HEALTH SCIENCES","Illinois","Private not-for-profit","","0.015",""
"2003","147660","NORTH CENTRAL COLLEGE","Illinois","Private not-for-profit","","0.046","0.62"
"2003","147679","NORTH PARK UNIVERSITY","Illinois","Private not-for-profit","","0.054","0.541"
"2003","147697","NORTHERN BAPTIST THEOLOGICAL SEMINARY","Illinois","Private not-for-profit","","",""
"2003","147703","NORTHERN ILLINOIS UNIVERSITY","Illinois","Public","","0.04","0.513"
"2003","147767","NORTHWESTERN UNIVERSITY","Illinois","Private not-for-profit","","0.009","0.921"
"2003","147776","NORTHEASTERN ILLINOIS UNIVERSITY","Illinois","Public","","0.097","0.152"
"2003","147828","OLIVET NAZARENE UNIVERSITY","Illinois","Private not-for-profit","","0.03","0.53"
"2003","148016","PRINCIPIA COLLEGE","Illinois","Private not-for-profit","","","0.723"
"2003","148131","QUINCY UNIVERSITY","Illinois","Private not-for-profit","","0.042","0.552"
"2003","148335","ROBERT MORRIS COLLEGE","Illinois","Private not-for-profit","","0.076","0.517"
"2003","148405","ROCKFORD COLLEGE","Illinois","Private not-for-profit","","0.037","0.455"
"2003","148487","ROOSEVELT UNIVERSITY","Illinois","Private not-for-profit","","0.044","0.366"
"2003","148496","DOMINICAN UNIVERSITY","Illinois","Private not-for-profit","","0.051","0.599"
"2003","148511","RUSH UNIVERSITY","Illinois","Private not-for-profit","","0.003",""
"2003","148575","SAINT FRANCIS MEDICAL CENTER COLLEGE OF NURSING","Illinois","Private not-for-profit","","0.058",""
"2003","148584","UNIVERSITY OF ST FRANCIS","Illinois","Private not-for-profit","","0.01","0.545"
"2003","148593","ST JOHNS COLLEGE","Illinois","Private not-for-profit","","0",""
"2003","148627","SAINT XAVIER UNIVERSITY","Illinois","Private not-for-profit","","0.022","0.55"
"2003","148654","UNIVERSITY OF ILLINOIS AT SPRINGFIELD","Illinois","Public","","0.026",""
"2003","148724","SEABURY-WESTERN THEOLOGICAL SEMINARY","Illinois","Private not-for-profit","","0.083",""
"2003","148849","SHIMER COLLEGE","Illinois","Private not-for-profit","","0.209","0.333"
"2003","148876","SAINT AUGUSTINE COLLEGE","Illinois","Private not-for-profit","","0","0.201"
"2003","148885","UNIVERSITY OF SAINT MARY OF THE LAKE","Illinois","Private not-for-profit","","0.062",""
"2003","148982","SPERTUS COLLEGE","Illinois","Private not-for-profit","","0.067",""
"2003","149028","SAINT ANTHONY COLLEGE OF NURSING","Illinois","Private not-for-profit","","0",""
"2003","149222","SOUTHERN ILLINOIS UNIVERSITY-CARBONDALE","Illinois","Public","","0.047","0.439"
"2003","149231","SOUTHERN ILLINOIS UNIVERSITY-EDWARDSVILLE","Illinois","Public","","0.026","0.428"
"2003","149240","SOUTHERN ILLINOIS UNIVERSITY-SYSTEMS OFFICE","Illinois","Public","","",""
"2003","149329","TELSHE YESHIVA-CHICAGO","Illinois","Private not-for-profit","","0","0.176"
"2003","149505","TRINITY CHRISTIAN COLLEGE","Illinois","Private not-for-profit","","0.032","0.619"
"2003","149514","TRINITY INTERNATIONAL UNIVERSITY","Illinois","Private not-for-profit","","0.035","0.525"
"2003","149587","UNIVERSITY OF ILLINOIS UNIVERSITY ADMINISTRATION","Illinois","Public","","",""
"2003","149639","VANDERCOOK COLLEGE OF MUSIC","Illinois","Private not-for-profit","","0.111","0.458"
"2003","149763","WEST SUBURBAN COLLEGE OF NURSING","Illinois","Private not-for-profit","","",""
"2003","149772","WESTERN ILLINOIS UNIVERSITY","Illinois","Public","","0.046","0.543"
"2003","149781","WHEATON COLLEGE","Illinois","Private not-for-profit","","0.01","0.845"
"2003","156189","ALICE LLOYD COLLEGE","Kentucky","Private not-for-profit","","0","0.275"
"2003","156213","ASBURY COLLEGE","Kentucky","Private not-for-profit","","0.016","0.697"
"2003","156222","ASBURY THEOLOGICAL SEMINARY","Kentucky","Private not-for-profit","","0.006",""
"2003","156286","BELLARMINE UNIVERSITY","Kentucky","Private not-for-profit","","0.025","0.619"
"2003","156295","BEREA COLLEGE","Kentucky","Private not-for-profit","","0.061","0.626"
"2003","156356","BRESCIA UNIVERSITY","Kentucky","Private not-for-profit","","0.043","0.505"
"2003","156365","CAMPBELLSVILLE UNIVERSITY","Kentucky","Private not-for-profit","","0.055","0.404"
"2003","156408","CENTRE COLLEGE","Kentucky","Private not-for-profit","","0.01","0.8"
"2003","156417","CLEAR CREEK BAPTIST BIBLE COLLEGE","Kentucky","Private not-for-profit","","0","0.667"
"2003","156541","CUMBERLAND COLLEGE","Kentucky","Private not-for-profit","","0.075","0.403"
"2003","156620","EASTERN KENTUCKY UNIVERSITY","Kentucky","Public","","0.069","0.31"
"2003","156727","FRONTIER SCHOOL OF MIDWIFERY AND FAMILY NURSING","Kentucky","Private not-for-profit","","0.012",""
"2003","156745","GEORGETOWN COLLEGE","Kentucky","Private not-for-profit","","0.018","0.613"
"2003","157030","KENTUCKY MOUNTAIN BIBLE COLLEGE","Kentucky","Private not-for-profit","","0.045","0.462"
"2003","157058","KENTUCKY STATE UNIVERSITY","Kentucky","Public","","0.188","0.34"
"2003","157076","KENTUCKY WESLEYAN COLLEGE","Kentucky","Private not-for-profit","","0.056","0.539"
"2003","157085","UNIVERSITY OF KENTUCKY","Kentucky","Public","","0.031","0.596"
"2003","157100","KENTUCKY CHRISTIAN COLLEGE","Kentucky","Private not-for-profit","","0.056","0.427"
"2003","157207","LEXINGTON THEOLOGICAL SEMINARY","Kentucky","Private not-for-profit","","0.022",""
"2003","157216","LINDSEY WILSON COLLEGE","Kentucky","Private not-for-profit","","0.085","0.271"
"2003","157234","LOUISVILLE BIBLE COLLEGE","Kentucky","Private not-for-profit","","",""
"2003","157289","UNIVERSITY OF LOUISVILLE","Kentucky","Public","","0.044","0.331"
"2003","157298","LOUISVILLE PRESBYTERIAN THEOLOGICAL SEMINARY","Kentucky","Private not-for-profit","","0",""
"2003","157359","MID-CONTINENT COLLEGE","Kentucky","Private not-for-profit","","0.031","0.154"
"2003","157377","MIDWAY COLLEGE","Kentucky","Private not-for-profit","","0.029","0.25"
"2003","157386","MOREHEAD STATE UNIVERSITY","Kentucky","Public","","0.06","0.331"
"2003","157401","MURRAY STATE UNIVERSITY","Kentucky","Public","","0.046","0.472"
"2003","157447","NORTHERN KENTUCKY UNIVERSITY","Kentucky","Public","","0.055","0.329"
"2003","157535","PIKEVILLE COLLEGE","Kentucky","Private not-for-profit","","0.081","0.355"
"2003","157748","THE SOUTHERN BAPTIST THEOLOGICAL SEMINARY","Kentucky","Private not-for-profit","","","0.267"
"2003","157757","SPALDING UNIVERSITY","Kentucky","Private not-for-profit","","0.038","0.494"
"2003","157809","THOMAS MORE COLLEGE","Kentucky","Private not-for-profit","","0.041","0.576"
"2003","157818","TRANSYLVANIA UNIVERSITY","Kentucky","Private not-for-profit","","0.005","0.64"
"2003","157863","UNION COLLEGE","Kentucky","Private not-for-profit","","0.097","0.298"
"2003","157951","WESTERN KENTUCKY UNIVERSITY","Kentucky","Public","","0.065","0.399"
"2003","247056","CENTER FOR PSYCHOANALYTIC STUDY","Illinois","Private not-for-profit","","",""
"2003","247922","INGALLS MEMORIAL HOSPITAL DIETETIC INTERNSHIP","Illinois","Private not-for-profit","","0",""
"2003","260947","CHRISTIAN LIFE COLLEGE","Illinois","Private not-for-profit","","0.076","0.4"
"2003","260956","KNOWLEDGE SYSTEMS INSTITUTE","Illinois","Private not-for-profit","","0.027",""
"2003","364131","ST JOHNS HOSPITAL SCHOOL OF DIETETICS","Illinois","Private not-for-profit","","0",""
"2003","383729","ROBERT MORRIS COLLEGE-ORLAND PARK","Illinois","Private not-for-profit","","",""
"2003","383738","ROBERT MORRIS COLLEGE-SPRINGFIELD","Illinois","Private not-for-profit","","",""
"2003","409254","ERIKSON INSTITUTE","Illinois","Private not-for-profit","","0",""
"2003","433305","RAVENSWOOD HOSPITAL MEDICAL CENTER-SCH OF ANESTH","Illinois","Private not-for-profit","","",""
"2003","433554","ROBERT MORRIS COLLEGE-DUPAGE CAMPUS","Illinois","Private not-for-profit","","",""
"2003","437866","UNION COLLEGE-BENNETT CENTER","Kentucky","Private not-for-profit","","0.097",""
"2003","443030","EVANSTON NORTHWESTERN HEALTHCARE SCH OF ANESTHESIA","Illinois","Private not-for-profit","","",""
